sample_id	biosample	blaCTX-M	blaTEM	blaSHV	blaKPC	blaNDM	blaOXA-48-like	qnrB	aac6-Ib-cr	sul1	sul2	dfrA12	dfrA14	mcr-1
ERR2935511	SAMEA5075784	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2935520	SAMEA5075793	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2935538	SAMEA5075811	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR2935566	SAMEA5075839	1	0	0	0	0	0	0	1	0	0	0	0	0
ERR2935582	SAMEA5075855	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2935583	SAMEA5075856	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2935608	SAMEA5075881	0	0	0	0	0	0	0	1	0	0	0	0	0
ERR2935612	SAMEA5075885	1	0	0	0	0	0	0	1	0	0	0	0	0
ERR2935616	SAMEA5075889	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2935622	SAMEA5075895	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2935627	SAMEA5075900	1	0	0	0	0	0	0	0	1	1	0	0	0
ERR2935629	SAMEA5075902	1	0	0	0	0	0	0	1	1	0	1	0	0
ERR2935635	SAMEA5075908	1	0	0	0	0	0	0	1	1	0	0	0	0
ERR2935642	SAMEA5075915	1	0	0	0	0	0	0	1	0	1	0	0	0
ERR2935653	SAMEA5075926	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2935655	SAMEA5075928	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR2935664	SAMEA5075937	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR2935690	SAMEA5075963	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR2935691	SAMEA5075964	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2935698	SAMEA5075971	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2935699	SAMEA5075972	0	1	0	0	0	0	0	1	0	0	0	0	0
ERR2935719	SAMEA5075992	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2935721	SAMEA5075994	0	1	0	0	0	0	0	1	0	0	0	0	0
ERR2935724	SAMEA5075997	0	0	0	0	0	0	0	1	1	1	0	0	0
ERR2935726	SAMEA5075999	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR2935734	SAMEA5076007	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR2935742	SAMEA5076015	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR2935748	SAMEA5076021	1	1	0	0	0	0	0	0	0	0	0	0	0
ERR2935755	SAMEA5076028	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2935758	SAMEA5076031	0	1	0	0	0	0	0	1	0	0	0	1	0
ERR2935771	SAMEA5076044	1	1	0	0	0	0	0	0	0	0	1	0	0
ERR2935773	SAMEA5076046	1	0	0	0	0	0	0	1	1	0	0	0	0
ERR3061898	SAMEA104369952	1	0	0	0	0	0	0	0	1	1	0	0	0
ERR3061906	SAMEA104369969	0	0	0	0	0	0	0	0	0	0	1	0	0
ERR3061907	SAMEA104369970	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR3061987	SAMEA104370086	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR3061994	SAMEA104370093	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR3062027	SAMEA104370126	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR3062037	SAMEA104370141	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR3062049	SAMEA104370159	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR3062052	SAMEA104370163	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR3062066	SAMEA104370193	1	0	0	0	0	0	0	0	1	1	0	0	0
ERR3062069	SAMEA104370196	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR3062077	SAMEA104370204	0	0	0	0	0	0	0	0	1	0	0	0	0
ERR3062102	SAMEA104370237	1	1	0	0	0	0	0	0	1	1	0	0	0
ERR3062105	SAMEA104370240	1	1	0	0	0	0	0	0	0	0	0	0	0
ERR3062115	SAMEA104370254	1	1	0	0	0	0	0	0	1	1	0	0	0
ERR3062120	SAMEA104370261	1	1	0	0	0	0	0	0	0	0	0	1	0
ERR3062157	SAMEA104370302	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR3062159	SAMEA104370304	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR3062161	SAMEA104369940	1	0	0	0	0	0	0	1	1	0	0	0	0
ERR3062167	SAMEA104369949	1	1	0	0	0	0	0	1	0	1	0	0	0
ERR3062171	SAMEA104369957	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR3062190	SAMEA104370002	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR3062195	SAMEA104370041	1	0	0	0	0	0	0	1	1	0	0	0	0
ERR3062197	SAMEA104370045	1	1	0	0	0	0	0	0	0	1	0	0	0
ERR3062219	SAMEA104370145	0	0	0	0	0	0	0	0	0	1	0	0	0
ERR3062229	SAMEA104370175	1	1	0	0	0	0	0	1	1	1	0	0	0
ERR3062262	SAMEA104370311	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR3062274	SAMEA104370321	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR3449883	SAMEA5805971	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR3808867	SAMEA6469189	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR3808870	SAMEA6469192	0	1	0	0	0	0	1	1	1	1	0	0	0
ERR3808876	SAMEA6469198	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR3808880	SAMEA6469202	0	0	0	0	0	0	0	0	1	0	0	0	0
ERR3808889	SAMEA6469211	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR3808890	SAMEA6469212	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR3808897	SAMEA6469219	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR3808907	SAMEA6469229	1	0	0	0	0	0	0	1	1	0	0	0	0
ERR3808910	SAMEA6469232	0	0	0	0	0	0	0	0	1	1	0	0	0
ERR3808913	SAMEA6469235	0	0	0	0	0	0	0	1	1	1	0	0	0
ERR3808926	SAMEA6469248	0	0	0	0	0	0	0	0	0	1	0	0	0
ERR3808927	SAMEA6469249	0	0	0	0	0	0	0	0	1	1	0	0	0
ERR3939279	SAMEA6574537	1	1	0	0	0	0	0	1	1	1	0	0	0
ERR3939284	SAMEA6574542	1	1	0	0	0	0	0	0	1	0	1	0	0
ERR4013386	SAMEA6656326	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4013387	SAMEA6656327	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4013411	SAMEA6656351	0	1	0	0	0	0	0	0	1	0	0	0	0
ERR4013420	SAMEA6656360	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4013429	SAMEA6656369	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4013432	SAMEA6656372	0	0	0	0	0	0	0	0	1	0	0	0	0
ERR4013439	SAMEA6656379	0	0	0	0	0	0	0	0	0	0	0	1	0
ERR4013441	SAMEA6656381	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4013450	SAMEA6656390	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4013453	SAMEA6656393	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4013457	SAMEA6656397	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR4013462	SAMEA6656402	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4013469	SAMEA6656409	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4013487	SAMEA6656427	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4013493	SAMEA6656433	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4013500	SAMEA6656440	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4013501	SAMEA6656441	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4013504	SAMEA6656444	1	0	0	0	0	0	0	0	0	0	0	0	0
ERR4013506	SAMEA6656446	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4013517	SAMEA6656457	1	0	0	0	0	0	0	1	1	0	0	0	0
ERR4013520	SAMEA6656460	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4013542	SAMEA6656482	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4013547	SAMEA6656487	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034031	SAMEA5623025	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR4034034	SAMEA5621172	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034037	SAMEA5623124	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034042	SAMEA5621176	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034045	SAMEA5621073	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4034056	SAMEA5621167	1	0	0	0	0	0	0	1	1	0	0	0	0
ERR4034062	SAMEA5621182	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4034071	SAMEA5621187	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034074	SAMEA5621188	0	0	0	0	0	0	0	0	1	0	0	0	0
ERR4034077	SAMEA5621189	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034085	SAMEA5621091	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034086	SAMEA5621192	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4034089	SAMEA5621193	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034092	SAMEA5621194	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR4034101	SAMEA5621199	0	1	0	0	0	0	0	0	1	0	0	0	0
ERR4034102	SAMEA5621232	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034111	SAMEA5621295	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034117	SAMEA5621357	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034119	SAMEA5621205	1	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034126	SAMEA5621207	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034127	SAMEA5621565	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034129	SAMEA5621208	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034132	SAMEA5621209	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4034139	SAMEA5621706	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034146	SAMEA5621114	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034153	SAMEA5621217	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034155	SAMEA5621117	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4034161	SAMEA5621119	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR4034166	SAMEA5621947	1	0	0	0	0	0	0	1	1	0	0	0	0
ERR4034168	SAMEA5621224	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4034171	SAMEA5621225	0	1	0	0	0	0	0	0	1	0	0	0	0
ERR4034182	SAMEA5621126	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4034185	SAMEA5621127	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4034204	SAMEA5621133	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034207	SAMEA5621134	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034214	SAMEA5621241	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034228	SAMEA5621141	0	0	0	0	0	0	0	0	0	1	0	0	0
ERR4034237	SAMEA5621145	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034265	SAMEA5621259	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR4034268	SAMEA5621260	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR4034269	SAMEA5622563	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034270	SAMEA5621157	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034272	SAMEA5622571	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034283	SAMEA5621161	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4034312	SAMEA5621827	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034314	SAMEA5621569	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034319	SAMEA5621670	0	1	0	0	0	0	0	0	1	0	1	0	0
ERR4034333	SAMEA5621928	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034349	SAMEA5621836	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4034356	SAMEA5621679	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034364	SAMEA5621681	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034371	SAMEA5621586	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034382	SAMEA5621844	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4034392	SAMEA5621591	0	0	0	0	0	0	0	0	0	1	0	0	0
ERR4034400	SAMEA5621593	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4034416	SAMEA5621597	0	0	1	0	0	0	0	0	1	0	0	0	0
ERR4034417	SAMEA5621690	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034422	SAMEA5621854	0	0	0	0	0	0	0	0	1	0	0	0	0
ERR4034425	SAMEA5621692	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034433	SAMEA5621699	0	0	0	0	0	0	0	0	1	0	0	0	0
ERR4034443	SAMEA5621962	0	0	1	0	0	0	0	0	1	0	0	0	0
ERR4034445	SAMEA5621702	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034450	SAMEA5621861	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034457	SAMEA5621705	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034465	SAMEA5621609	0	0	0	0	0	0	0	0	1	0	0	0	0
ERR4034468	SAMEA5621970	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034486	SAMEA5621713	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4034488	SAMEA5621978	0	0	0	0	0	0	0	0	1	0	0	0	0
ERR4034494	SAMEA5621715	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034497	SAMEA5621617	0	1	0	0	0	0	0	0	1	0	0	0	0
ERR4034499	SAMEA5621874	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR4034505	SAMEA5621619	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR4034507	SAMEA5621876	0	0	0	0	0	0	0	0	1	0	0	0	0
ERR4034509	SAMEA5621620	0	0	0	0	0	0	0	1	0	0	0	0	0
ERR4034518	SAMEA5621779	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034522	SAMEA5621780	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4034525	SAMEA5621624	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034532	SAMEA5621989	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034534	SAMEA5621783	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034540	SAMEA5621992	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034542	SAMEA5621785	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034568	SAMEA5621891	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034590	SAMEA5621640	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034596	SAMEA5621898	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4034607	SAMEA5621804	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034608	SAMEA5621901	0	0	0	0	0	0	0	0	0	1	0	0	0
ERR4034620	SAMEA5621904	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4034624	SAMEA5621905	0	0	0	0	0	0	0	0	0	1	0	0	0
ERR4034640	SAMEA5621813	0	0	0	0	0	0	0	0	0	1	0	0	0
ERR4034667	SAMEA5621660	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034669	SAMEA5621916	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034680	SAMEA5621663	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034689	SAMEA5622928	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034693	SAMEA5622929	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4034698	SAMEA5622439	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034710	SAMEA5622442	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034718	SAMEA5622444	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034719	SAMEA5622542	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034740	SAMEA5622652	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034758	SAMEA5622945	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034761	SAMEA5622657	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4034766	SAMEA5622947	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034767	SAMEA5622457	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034774	SAMEA5622949	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034788	SAMEA5622437	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034806	SAMEA5622668	0	0	0	0	0	0	0	0	0	1	0	0	0
ERR4034808	SAMEA5622464	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034816	SAMEA5622466	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034821	SAMEA5622570	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4034822	SAMEA5622672	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034824	SAMEA5622468	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034825	SAMEA5622572	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR4034833	SAMEA5622575	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034847	SAMEA5622977	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034857	SAMEA5622582	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4034860	SAMEA5622477	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034885	SAMEA5622483	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034894	SAMEA5622591	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4034898	SAMEA5622592	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034923	SAMEA5622699	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034940	SAMEA5622991	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR4034944	SAMEA5622992	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034950	SAMEA5622607	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4034963	SAMEA5622611	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034969	SAMEA5622998	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034979	SAMEA5622615	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4034985	SAMEA5623002	0	1	0	0	0	0	0	0	1	1	1	0	0
ERR4034995	SAMEA5622619	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4034997	SAMEA5623005	0	0	0	0	0	0	0	0	1	0	1	0	0
ERR4035015	SAMEA5622624	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4035025	SAMEA5623013	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035027	SAMEA5622628	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035029	SAMEA5623014	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4035033	SAMEA5623015	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4035035	SAMEA5622630	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035047	SAMEA5622524	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035048	SAMEA5622633	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035074	SAMEA5623511	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035099	SAMEA5621476	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR4035103	SAMEA5621477	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035113	SAMEA5621283	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035123	SAMEA5621286	1	1	0	0	0	0	0	1	1	0	0	0	0
ERR4035125	SAMEA5621483	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035127	SAMEA5621388	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035130	SAMEA5621288	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035131	SAMEA5621389	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035134	SAMEA5621289	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035135	SAMEA5621390	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035142	SAMEA5621291	0	0	1	0	0	0	0	0	0	0	0	0	0
ERR4035146	SAMEA5621292	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035152	SAMEA5621490	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035167	SAMEA5621398	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035170	SAMEA5621300	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035171	SAMEA5621399	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4035175	SAMEA5621400	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4035195	SAMEA5621306	0	1	0	0	0	0	0	0	1	0	0	0	0
ERR4035216	SAMEA5621311	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035228	SAMEA5621314	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4035229	SAMEA5621413	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035230	SAMEA5621510	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035239	SAMEA5623554	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035241	SAMEA5621416	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4035251	SAMEA5623557	0	1	0	0	0	0	0	0	1	0	0	0	0
ERR4035267	SAMEA5623562	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035268	SAMEA5621324	1	1	0	0	0	0	0	0	1	0	0	0	0
ERR4035273	SAMEA5621434	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR4035278	SAMEA5621522	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035290	SAMEA5621525	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035311	SAMEA5621530	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035313	SAMEA5621335	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR4035318	SAMEA5621427	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035322	SAMEA5621428	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035330	SAMEA5621430	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035332	SAMEA5623578	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4035373	SAMEA5621350	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035376	SAMEA5623589	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035405	SAMEA5623596	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035436	SAMEA5621562	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4035443	SAMEA5621467	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035445	SAMEA5623606	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035446	SAMEA5622238	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035449	SAMEA5622134	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4035457	SAMEA5622040	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4035461	SAMEA5622041	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035463	SAMEA5622242	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035483	SAMEA5622247	0	1	0	0	0	0	0	0	0	1	0	1	0
ERR4035484	SAMEA5622345	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035489	SAMEA5622048	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4035497	SAMEA5622050	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4035513	SAMEA5622054	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035519	SAMEA5622256	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035536	SAMEA5622358	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4035538	SAMEA5622160	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4035545	SAMEA5622360	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR4035547	SAMEA5622162	0	0	0	0	0	0	0	0	1	0	0	0	0
ERR4035548	SAMEA5622263	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035552	SAMEA5622264	0	0	0	0	0	0	0	0	1	0	0	0	0
ERR4035578	SAMEA5622369	0	1	0	0	0	0	0	0	1	0	0	0	0
ERR4035580	SAMEA5622171	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4035588	SAMEA5622173	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035593	SAMEA5622274	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4035626	SAMEA5622381	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035627	SAMEA5622083	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035630	SAMEA5622382	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035636	SAMEA5622187	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4035640	SAMEA5622188	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035644	SAMEA5622189	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035646	SAMEA5622386	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4035649	SAMEA5622288	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035663	SAMEA5622390	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4035666	SAMEA5622293	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035675	SAMEA5622393	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035680	SAMEA5622096	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR4035684	SAMEA5622097	0	0	0	0	0	0	0	0	0	1	0	0	0
ERR4035688	SAMEA5622098	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035710	SAMEA5622304	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035717	SAMEA5622205	0	0	0	0	0	0	0	0	1	1	0	0	0
ERR4035728	SAMEA5622108	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035729	SAMEA5622208	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035737	SAMEA5622210	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035739	SAMEA5622409	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035741	SAMEA5622211	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4035750	SAMEA5622214	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035754	SAMEA5622219	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035757	SAMEA5622115	0	0	1	0	0	0	0	0	1	0	0	0	0
ERR4035770	SAMEA5622223	0	1	0	0	0	0	0	0	1	1	0	0	0
ERR4035771	SAMEA5622319	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035779	SAMEA5622321	0	0	0	0	0	0	0	0	0	1	0	0	0
ERR4035781	SAMEA5622121	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035794	SAMEA5622229	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR4035803	SAMEA5622327	0	1	0	0	0	0	0	0	0	1	0	0	0
ERR4035806	SAMEA5622232	0	1	0	0	0	0	0	0	0	0	0	0	0
ERR4035813	SAMEA5622129	0	1	0	0	0	0	0	0	0	1	0	0	0
