sample_id	biosample	mecA	blaZ	ermC	ermB	tetK	mupA
ERR4013701	SAMEA6656641	0	0	0	0	0	0
ERR4013703	SAMEA6656643	0	1	0	0	0	0
ERR4013705	SAMEA6656645	0	0	0	0	0	0
ERR4013706	SAMEA6656646	0	0	0	0	0	0
ERR4013711	SAMEA6656651	0	1	0	0	0	0
ERR4013713	SAMEA6656653	0	0	0	0	0	0
ERR4013714	SAMEA6656654	0	1	0	0	0	0
ERR4013716	SAMEA6656656	0	0	0	0	0	0
ERR4013717	SAMEA6656657	0	1	0	0	0	0
ERR4013718	SAMEA6656658	0	1	0	0	0	0
ERR4013721	SAMEA6656661	0	1	0	0	0	0
ERR4013724	SAMEA6656664	0	0	0	0	0	0
ERR4013726	SAMEA6656666	0	1	0	0	0	0
ERR4013727	SAMEA6656667	0	1	0	0	0	0
ERR4013729	SAMEA6656670	0	1	0	0	0	0
ERR4013749	SAMEA6656690	0	1	0	0	0	0
ERR4013800	SAMEA6656741	0	1	0	0	0	0
ERR410035	SAMEA2335070	0	0	1	0	0	0
ERR410038	SAMEA2335073	0	1	0	0	1	0
ERR410040	SAMEA2335075	0	1	0	0	1	0
ERR410041	SAMEA2335076	0	1	0	0	0	0
ERR410043	SAMEA2335078	0	0	0	0	0	0
ERR410046	SAMEA2335081	0	1	0	0	0	0
ERR410047	SAMEA2335082	0	0	0	0	0	0
ERR410048	SAMEA2335083	0	0	0	0	0	0
ERR410049	SAMEA2335084	0	0	0	0	0	0
ERR410050	SAMEA2335085	0	1	0	0	0	0
ERR410051	SAMEA2335086	0	1	0	0	0	0
ERR410052	SAMEA2335087	0	1	0	0	0	0
ERR410053	SAMEA2335088	0	1	0	0	0	0
ERR410055	SAMEA2335090	0	0	0	0	0	0
ERR410056	SAMEA2335091	0	1	0	0	0	0
ERR410057	SAMEA2335092	0	0	0	0	0	0
ERR410058	SAMEA2335093	0	0	0	0	0	0
ERR410066	SAMEA2335101	0	0	0	0	0	0
ERR410067	SAMEA2335102	0	1	0	0	0	0
ERR410068	SAMEA2335103	0	0	0	0	0	0
ERR410070	SAMEA2335105	0	1	0	0	0	0
ERR410071	SAMEA2335106	0	1	0	0	0	0
ERR410075	SAMEA2335110	0	1	0	0	0	0
ERR410077	SAMEA2335112	0	1	0	0	0	0
ERR410078	SAMEA2335113	0	1	0	0	0	0
ERR410079	SAMEA2335114	0	1	0	0	0	0
ERR410081	SAMEA2335116	0	0	0	0	0	0
ERR410083	SAMEA2335118	0	1	0	0	0	0
ERR410085	SAMEA2335120	0	1	0	0	0	0
ERR410090	SAMEA2335125	0	1	0	0	0	0
ERR410092	SAMEA2335127	0	0	0	0	0	0
ERR410095	SAMEA2335130	0	0	0	0	0	0
ERR410096	SAMEA2335131	0	1	0	0	0	0
ERR410097	SAMEA2335132	0	0	0	0	0	0
ERR410099	SAMEA2335134	0	1	0	0	0	0
ERR410101	SAMEA2335136	0	1	0	0	0	0
ERR410102	SAMEA2335137	0	0	0	0	0	0
ERR410108	SAMEA2335143	0	0	0	0	0	0
ERR410109	SAMEA2335144	0	1	0	0	0	0
ERR410111	SAMEA2335146	0	1	0	0	0	0
ERR410113	SAMEA2335148	0	0	0	0	0	0
ERR410115	SAMEA2335150	0	0	0	0	0	0
ERR410118	SAMEA2335153	0	0	0	0	0	0
ERR410126	SAMEA2335161	0	1	0	0	0	0
ERR410128	SAMEA2335163	0	1	0	0	0	0
ERR410129	SAMEA2335164	0	1	0	0	0	0
ERR410135	SAMEA2335170	0	1	0	0	0	0
ERR410136	SAMEA2335171	0	0	0	0	0	0
ERR418318	SAMEA2339835	1	1	1	0	0	0
ERR418319	SAMEA2339836	1	0	0	0	0	0
ERR418320	SAMEA2339837	1	0	0	0	0	0
ERR418322	SAMEA2339839	1	1	1	0	0	0
ERR418323	SAMEA2339840	1	0	0	0	0	0
ERR418325	SAMEA2339842	1	1	1	0	0	0
ERR418326	SAMEA2339843	1	1	1	0	0	0
ERR418327	SAMEA2339844	1	1	1	0	0	0
ERR418328	SAMEA2339845	1	0	0	0	0	0
ERR418329	SAMEA2339846	1	1	1	0	0	0
ERR418331	SAMEA2339848	1	0	0	0	0	0
ERR418332	SAMEA2339849	1	0	0	0	0	0
ERR418334	SAMEA2339851	1	0	0	0	0	0
ERR418337	SAMEA2339854	1	0	0	0	0	0
ERR418339	SAMEA2339856	1	0	0	0	0	0
ERR418340	SAMEA2339857	1	1	1	0	0	0
ERR418342	SAMEA2339859	1	1	1	0	0	0
ERR418343	SAMEA2339860	1	0	0	0	0	0
ERR418345	SAMEA2339862	1	1	0	0	0	0
ERR418346	SAMEA2339863	1	0	0	0	0	0
ERR418347	SAMEA2339864	1	1	1	0	0	0
ERR418350	SAMEA2339867	1	1	0	0	0	0
ERR418352	SAMEA2339869	1	1	0	0	0	0
ERR418356	SAMEA2339873	1	0	0	0	0	0
ERR418357	SAMEA2339874	1	1	1	0	0	0
ERR418359	SAMEA2339876	1	0	0	0	0	0
ERR418361	SAMEA2339878	1	1	1	0	0	0
ERR418363	SAMEA2339880	1	0	0	0	0	0
ERR418364	SAMEA2339881	1	0	0	0	0	0
ERR418365	SAMEA2339882	1	1	1	0	0	0
ERR418367	SAMEA2339884	1	0	0	0	0	0
ERR418375	SAMEA2339892	1	0	0	0	0	0
ERR418377	SAMEA2339894	1	1	1	0	0	0
ERR418381	SAMEA2339898	1	0	0	0	0	1
ERR418382	SAMEA2339899	1	0	0	0	0	0
ERR418383	SAMEA2339900	1	0	0	0	0	1
ERR418384	SAMEA2339901	1	0	0	0	0	0
ERR418386	SAMEA2339903	0	0	0	0	0	0
ERR418390	SAMEA2339907	0	1	0	0	0	0
ERR418391	SAMEA2339908	0	0	0	0	0	0
ERR418392	SAMEA2339909	0	0	0	0	0	0
ERR418393	SAMEA2339910	0	0	0	0	0	0
ERR418394	SAMEA2339911	0	0	0	0	0	0
ERR418395	SAMEA2339912	0	0	0	0	0	0
ERR418397	SAMEA2339914	0	1	0	0	0	0
ERR418398	SAMEA2339915	0	0	0	0	0	0
ERR418400	SAMEA2339917	0	1	0	0	0	0
ERR418402	SAMEA2339919	0	1	0	0	0	0
ERR418404	SAMEA2339921	0	0	0	0	0	0
ERR418405	SAMEA2339922	0	0	0	0	0	0
ERR418415	SAMEA2339932	0	0	0	0	0	0
ERR418416	SAMEA2339933	1	1	1	0	0	0
ERR418417	SAMEA2339934	0	0	0	0	0	0
ERR418420	SAMEA2339937	0	0	0	0	0	0
ERR418421	SAMEA2339938	1	1	0	0	0	0
ERR418422	SAMEA2339939	0	1	0	0	0	0
ERR418423	SAMEA2339940	0	0	0	0	0	0
ERR418426	SAMEA2339943	0	0	0	0	0	0
ERR418429	SAMEA2339946	0	1	0	0	0	0
ERR418431	SAMEA2339948	1	1	1	0	0	0
ERR418432	SAMEA2339949	0	1	0	0	0	0
ERR418434	SAMEA2339951	0	1	0	0	1	0
ERR418435	SAMEA2339952	0	0	0	0	0	0
ERR418436	SAMEA2339953	0	1	0	0	0	0
ERR418437	SAMEA2339954	0	0	0	0	0	1
ERR418439	SAMEA2339956	0	1	0	0	0	0
ERR418441	SAMEA2339958	0	1	0	0	0	0
ERR418443	SAMEA2339960	1	1	1	0	0	0
ERR418445	SAMEA2339962	0	1	0	0	0	0
ERR418446	SAMEA2339963	0	1	0	0	0	0
ERR418447	SAMEA2339964	0	0	0	0	0	0
ERR418448	SAMEA2339965	0	1	0	0	0	0
ERR418452	SAMEA2339969	0	1	0	0	0	0
ERR418453	SAMEA2339970	0	1	0	0	1	0
ERR418455	SAMEA2339972	1	1	0	0	0	0
ERR418456	SAMEA2339973	0	1	0	0	0	0
ERR418458	SAMEA2339975	0	1	0	0	0	0
ERR418459	SAMEA2339976	0	1	0	0	1	0
ERR418463	SAMEA2339980	0	0	0	0	0	0
ERR418464	SAMEA2339981	0	1	0	0	0	0
ERR418465	SAMEA2339982	0	1	0	0	0	0
ERR418467	SAMEA2339984	0	1	0	0	0	0
ERR418468	SAMEA2339985	1	1	1	0	0	0
ERR418469	SAMEA2339986	0	1	0	0	0	0
ERR418474	SAMEA2339991	0	0	0	0	0	0
ERR418477	SAMEA2339994	0	0	0	0	0	1
ERR418482	SAMEA2339999	1	1	0	0	0	0
ERR418486	SAMEA2340003	0	0	0	0	0	0
ERR418489	SAMEA2340006	0	1	0	0	0	0
ERR418493	SAMEA2340010	0	0	0	0	0	0
ERR418495	SAMEA2340012	0	1	0	0	0	0
ERR418496	SAMEA2340013	0	1	0	0	0	0
ERR418497	SAMEA2340014	0	0	0	0	0	0
ERR418500	SAMEA2340017	0	1	0	0	0	0
ERR418507	SAMEA2340024	1	1	0	0	0	0
ERR418508	SAMEA2340025	0	0	0	0	0	0
ERR418511	SAMEA2340028	0	1	0	0	0	0
ERR418513	SAMEA2340030	0	1	0	0	0	0
ERR418514	SAMEA2340031	0	1	0	0	0	0
ERR418515	SAMEA2340032	0	0	0	0	0	0
ERR418516	SAMEA2340033	0	1	0	0	0	0
ERR418519	SAMEA2340036	0	1	0	0	0	0
ERR418520	SAMEA2340037	0	1	0	0	0	0
ERR418522	SAMEA2340039	0	1	0	0	0	0
ERR418523	SAMEA2340040	0	1	0	0	0	0
ERR418525	SAMEA2340042	0	0	0	0	0	0
ERR418528	SAMEA2340045	0	0	0	0	0	0
ERR418531	SAMEA2340048	0	1	0	0	0	0
ERR418533	SAMEA2340050	1	1	0	0	0	0
ERR418540	SAMEA2340057	0	1	0	0	0	0
ERR418541	SAMEA2340058	0	1	0	0	0	0
ERR418542	SAMEA2340059	0	1	0	0	0	0
ERR418543	SAMEA2340060	0	1	0	0	0	0
ERR418544	SAMEA2340061	0	0	0	0	1	0
ERR418545	SAMEA2340062	0	0	0	0	0	0
ERR418551	SAMEA2340068	0	1	0	0	0	0
ERR418555	SAMEA2340072	0	1	1	0	0	0
ERR418556	SAMEA2340073	0	1	0	0	0	0
ERR418557	SAMEA2340074	0	1	0	0	0	0
ERR418559	SAMEA2340076	0	1	1	0	0	0
ERR418563	SAMEA2340080	1	1	0	0	0	0
ERR418564	SAMEA2340081	0	1	0	0	0	0
ERR418567	SAMEA2340084	0	1	0	0	0	0
ERR418569	SAMEA2340086	0	0	0	0	0	0
ERR418570	SAMEA2340087	0	1	0	0	0	0
ERR418572	SAMEA2340089	0	0	0	0	0	0
ERR418575	SAMEA2340092	0	1	1	0	1	0
ERR418576	SAMEA2340093	0	1	0	0	0	0
ERR418579	SAMEA2340096	0	0	0	0	1	0
ERR418580	SAMEA2340097	0	1	0	0	0	0
ERR418584	SAMEA2340101	1	1	1	0	1	0
ERR418586	SAMEA2340103	0	0	0	0	0	0
ERR418589	SAMEA2340106	0	0	0	0	0	0
ERR418592	SAMEA2340109	0	1	0	0	0	0
ERR418594	SAMEA2340111	0	0	0	0	0	0
ERR418595	SAMEA2340112	0	0	0	0	0	0
ERR418598	SAMEA2340115	0	1	0	0	0	0
ERR418599	SAMEA2340116	0	1	0	0	0	0
ERR418600	SAMEA2340117	0	0	0	0	0	0
ERR418601	SAMEA2340118	1	1	1	0	0	0
ERR418604	SAMEA2340121	0	0	0	0	0	0
ERR418611	SAMEA2340128	0	1	0	0	1	0
ERR418613	SAMEA2340130	0	1	0	0	0	0
ERR418614	SAMEA2340131	0	1	0	0	0	0
ERR418616	SAMEA2340133	0	1	0	0	0	0
ERR418618	SAMEA2340135	0	1	0	0	0	0
ERR418619	SAMEA2340136	0	0	0	0	0	0
ERR418621	SAMEA2340138	0	1	0	0	0	0
ERR418622	SAMEA2340139	0	0	0	0	0	0
ERR418623	SAMEA2340140	0	1	0	0	0	0
ERR418627	SAMEA2340144	0	1	0	0	0	0
ERR418628	SAMEA2340145	0	1	0	0	0	0
ERR418629	SAMEA2340146	1	1	0	0	0	0
ERR418631	SAMEA2340148	0	0	0	0	0	0
ERR418633	SAMEA2340150	0	0	0	0	0	0
ERR418634	SAMEA2340151	0	0	0	0	0	0
ERR418635	SAMEA2340152	0	0	0	0	1	0
ERR418636	SAMEA2340153	0	0	0	0	0	0
ERR418637	SAMEA2340154	1	1	0	0	0	0
ERR418638	SAMEA2340155	0	0	0	0	0	0
ERR418639	SAMEA2340156	1	1	1	0	0	0
ERR418642	SAMEA2340159	0	0	0	0	0	0
ERR418643	SAMEA2340160	0	0	0	0	0	0
ERR418644	SAMEA2340161	0	0	0	0	0	0
ERR418647	SAMEA2340164	0	0	0	0	0	0
ERR418649	SAMEA2340166	0	0	0	0	0	0
ERR418650	SAMEA2340167	0	1	0	0	0	0
ERR418651	SAMEA2340168	0	1	0	0	0	0
ERR418653	SAMEA2340170	0	1	0	0	0	0
ERR418654	SAMEA2340171	0	1	1	0	0	0
ERR418656	SAMEA2340173	0	1	0	0	0	0
ERR418657	SAMEA2340174	0	1	0	0	0	0
ERR418659	SAMEA2340176	1	1	1	0	0	0
ERR418661	SAMEA2340178	0	1	0	0	0	0
ERR418663	SAMEA2340180	0	1	0	0	1	0
ERR418664	SAMEA2340181	0	1	0	0	1	0
ERR418666	SAMEA2340183	0	1	0	0	0	0
ERR418667	SAMEA2340184	0	1	0	0	0	0
ERR418668	SAMEA2340185	0	1	0	0	1	0
ERR418669	SAMEA2340186	0	1	0	0	0	0
ERR418670	SAMEA2340187	0	1	0	0	0	0
ERR418671	SAMEA2340188	0	1	0	0	0	0
ERR418672	SAMEA2340189	0	0	0	0	0	0
ERR418673	SAMEA2340190	0	0	0	0	0	0
ERR418674	SAMEA2340191	0	1	0	0	0	0
ERR418675	SAMEA2340192	0	1	0	0	0	0
ERR418679	SAMEA2340196	0	1	0	0	0	0
ERR418680	SAMEA2340197	0	0	0	0	0	0
ERR418682	SAMEA2340199	0	1	0	0	0	0
ERR418683	SAMEA2340200	0	0	0	0	0	0
ERR418685	SAMEA2340202	0	1	0	0	0	0
ERR418687	SAMEA2340204	1	1	1	0	0	0
ERR418688	SAMEA2340205	0	0	0	0	0	0
ERR418689	SAMEA2340206	0	1	0	0	0	0
ERR418690	SAMEA2340207	0	0	0	0	0	0
ERR418691	SAMEA2340208	1	1	1	0	0	0
ERR418692	SAMEA2340209	0	1	0	0	0	0
ERR418693	SAMEA2340210	0	1	0	0	0	0
ERR418694	SAMEA2340211	0	1	0	0	0	0
ERR418695	SAMEA2340212	0	1	0	0	0	0
ERR418697	SAMEA2340214	0	1	0	0	0	0
ERR418700	SAMEA2340217	1	1	1	0	0	0
ERR418701	SAMEA2340218	0	1	0	0	0	0
ERR418702	SAMEA2340219	0	0	0	0	0	0
ERR418709	SAMEA2340226	1	1	0	0	0	0
ERR418710	SAMEA2340227	1	1	1	0	0	0
ERR418713	SAMEA2340230	0	0	0	0	0	0
ERR418714	SAMEA2340231	1	1	0	0	0	0
ERR418716	SAMEA2340233	0	1	0	0	0	0
ERR418717	SAMEA2340234	0	1	0	0	0	0
ERR418718	SAMEA2340235	0	1	1	0	0	0
ERR418720	SAMEA2340237	0	0	0	0	0	0
ERR418722	SAMEA2340239	0	1	0	0	0	0
ERR418723	SAMEA2340240	0	0	0	0	1	0
ERR418724	SAMEA2340241	0	1	0	0	0	0
ERR418729	SAMEA2340246	0	1	0	0	0	0
ERR418730	SAMEA2340247	1	0	0	0	1	0
ERR418731	SAMEA2340248	0	1	0	0	0	0
ERR418732	SAMEA2340249	1	1	1	0	0	0
ERR418733	SAMEA2340250	0	0	0	0	0	0
ERR418734	SAMEA2340251	1	1	1	0	0	0
ERR418738	SAMEA2340255	0	1	0	0	0	0
ERR418739	SAMEA2340256	0	1	0	0	0	0
ERR418740	SAMEA2340257	0	0	0	0	0	0
ERR418742	SAMEA2340259	1	0	0	0	0	0
ERR418744	SAMEA2340261	0	0	0	0	0	0
ERR418746	SAMEA2340263	0	1	0	0	0	0
ERR418747	SAMEA2340264	1	1	0	0	0	0
ERR418752	SAMEA2340269	0	1	0	0	1	0
ERR418753	SAMEA2340270	1	1	1	0	0	0
ERR418756	SAMEA2340273	0	1	0	0	0	0
ERR418757	SAMEA2340274	0	0	0	0	0	0
ERR418760	SAMEA2340277	0	1	0	0	0	0
ERR418762	SAMEA2340279	0	1	1	0	1	0
ERR418763	SAMEA2340280	1	1	0	0	0	0
ERR418765	SAMEA2340282	0	0	0	0	0	0
ERR418766	SAMEA2340283	1	0	0	0	0	0
ERR418771	SAMEA2340288	1	1	1	0	0	0
ERR418773	SAMEA2340290	0	1	0	0	0	0
ERR418774	SAMEA2340291	1	0	0	0	0	0
ERR418778	SAMEA2340295	0	0	0	0	0	0
ERR418780	SAMEA2340297	1	1	1	0	0	0
ERR418782	SAMEA2340299	0	0	0	0	0	0
ERR418785	SAMEA2340302	1	0	0	0	0	0
ERR418786	SAMEA2340303	0	0	0	0	0	0
ERR418788	SAMEA2340305	0	0	0	0	0	0
ERR418789	SAMEA2340306	0	1	0	0	0	0
ERR418791	SAMEA2340308	1	0	0	0	0	0
ERR418793	SAMEA2340310	0	1	0	0	0	0
ERR418794	SAMEA2340311	1	0	0	0	0	0
ERR418795	SAMEA2340312	1	0	0	0	0	0
ERR418796	SAMEA2340313	0	1	0	0	0	0
ERR418797	SAMEA2340314	0	1	0	0	0	0
ERR418802	SAMEA2340319	1	0	0	0	0	0
ERR418803	SAMEA2340320	0	1	0	0	0	0
ERR418807	SAMEA2340324	1	1	1	0	0	0
ERR418808	SAMEA2340325	0	1	0	0	0	0
ERR418809	SAMEA2340326	0	0	0	0	0	0
ERR418810	SAMEA2340327	0	0	0	0	0	0
ERR418811	SAMEA2340328	0	1	0	0	0	0
ERR418813	SAMEA2340330	1	1	0	0	0	0
ERR418817	SAMEA2340334	0	1	0	0	0	0
ERR418849	SAMEA2340366	0	0	0	0	0	0
ERR418850	SAMEA2340367	0	0	0	0	0	0
ERR418853	SAMEA2340370	0	1	0	0	0	0
ERR418854	SAMEA2340371	0	1	0	0	0	0
ERR418856	SAMEA2340373	0	1	0	0	0	0
ERR418860	SAMEA2340377	0	1	1	0	0	0
ERR418861	SAMEA2340378	0	1	0	0	0	0
ERR418863	SAMEA2340380	0	1	0	0	0	0
ERR418868	SAMEA2340385	0	0	0	0	0	0
ERR418869	SAMEA2340386	0	0	0	0	0	0
ERR418872	SAMEA2340389	1	0	0	0	0	0
ERR418874	SAMEA2340391	0	1	0	0	0	0
ERR418879	SAMEA2340396	0	1	0	0	0	0
ERR418880	SAMEA2340397	0	0	0	0	0	0
ERR418884	SAMEA2340401	0	0	0	0	0	0
ERR418889	SAMEA2340406	0	0	0	0	0	0
ERR418890	SAMEA2340407	1	1	1	0	0	0
ERR418891	SAMEA2340408	1	1	1	0	0	0
ERR418894	SAMEA2340411	1	1	1	0	0	0
ERR418897	SAMEA2340414	1	1	1	0	0	0
ERR418899	SAMEA2340416	1	1	1	0	0	0
ERR418902	SAMEA2340419	0	1	0	0	0	0
ERR418903	SAMEA2340420	1	1	0	0	0	0
ERR418905	SAMEA2340422	1	1	1	0	0	0
ERR418908	SAMEA2340425	1	1	1	0	0	0
ERR418913	SAMEA2340430	0	0	0	0	0	0
ERR418914	SAMEA2340431	0	0	0	0	0	0
ERR418915	SAMEA2340432	0	0	0	0	0	0
ERR418920	SAMEA2340437	1	1	0	0	0	0
ERR418922	SAMEA2340439	0	1	0	0	0	0
ERR418923	SAMEA2340440	0	1	0	0	0	0
ERR418926	SAMEA2340443	0	1	0	0	0	0
ERR418929	SAMEA2340446	0	1	0	0	0	0
ERR418930	SAMEA2340447	0	1	0	0	0	0
ERR418931	SAMEA2340448	0	1	0	0	0	0
ERR418932	SAMEA2340449	0	1	0	0	0	0
ERR418933	SAMEA2340450	0	1	0	0	0	0
ERR418934	SAMEA2340451	0	1	0	0	0	0
ERR418937	SAMEA2340454	0	0	0	0	0	0
ERR418940	SAMEA2340457	0	0	0	0	0	0
ERR418941	SAMEA2340458	0	0	0	0	0	0
ERR418942	SAMEA2340459	0	1	0	0	0	0
ERR418943	SAMEA2340460	0	1	0	0	0	0
ERR418944	SAMEA2340461	0	1	0	0	1	0
ERR418945	SAMEA2340462	0	0	0	0	0	0
ERR418949	SAMEA2340466	0	0	0	0	0	0
ERR418952	SAMEA2340469	1	0	0	0	0	0
ERR418953	SAMEA2340470	1	1	1	0	0	1
ERR418954	SAMEA2340471	1	0	1	0	0	1
ERR418955	SAMEA2340472	1	1	1	0	0	0
ERR418957	SAMEA2340474	1	1	1	0	0	0
ERR418962	SAMEA2340479	0	1	0	0	0	0
ERR418963	SAMEA2340480	0	1	0	0	0	0
ERR418964	SAMEA2340481	0	0	1	0	0	0
ERR418966	SAMEA2340483	0	0	0	0	0	0
ERR418968	SAMEA2340485	0	0	0	0	0	0
ERR418970	SAMEA2340487	0	0	0	0	0	0
ERR418971	SAMEA2340488	0	0	0	0	0	0
ERR418973	SAMEA2340490	0	0	0	0	0	0
ERR418974	SAMEA2340491	0	1	1	0	0	0
ERR418976	SAMEA2340493	1	1	1	0	0	0
ERR418979	SAMEA2340496	0	1	0	0	0	0
ERR418980	SAMEA2340497	0	1	0	0	0	0
ERR418984	SAMEA2340501	0	0	0	0	0	0
ERR418987	SAMEA2340504	0	1	0	0	0	0
ERR418989	SAMEA2340506	0	1	0	0	0	0
ERR418992	SAMEA2340509	0	0	0	0	0	0
ERR418994	SAMEA2340511	0	1	0	0	0	0
ERR418998	SAMEA2340515	0	1	0	0	0	0
ERR419001	SAMEA2340518	0	0	0	0	0	0
ERR419002	SAMEA2340519	0	1	0	0	0	0
ERR419004	SAMEA2340521	0	1	0	0	0	0
ERR419006	SAMEA2340523	0	0	0	0	0	0
ERR419008	SAMEA2340525	0	0	0	0	0	0
ERR419010	SAMEA2340527	0	1	0	0	0	0
ERR419011	SAMEA2340528	0	1	0	0	1	0
ERR419012	SAMEA2340529	0	0	0	0	0	0
ERR419013	SAMEA2340530	0	1	0	0	0	0
ERR419015	SAMEA2340532	0	0	0	0	0	0
ERR419019	SAMEA2340536	0	1	0	0	0	0
ERR419022	SAMEA2340539	0	1	0	0	0	0
ERR419023	SAMEA2340540	0	1	0	0	0	0
ERR419024	SAMEA2340541	0	1	0	0	0	0
ERR419025	SAMEA2340542	0	1	0	0	0	0
ERR419027	SAMEA2340544	0	0	0	0	0	0
ERR419028	SAMEA2340545	0	1	0	0	0	0
ERR419030	SAMEA2340547	0	0	0	0	0	0
ERR419035	SAMEA2340552	0	1	0	0	0	0
ERR419037	SAMEA2340554	0	1	0	0	0	0
ERR419038	SAMEA2340555	0	0	0	0	0	0
ERR419039	SAMEA2340556	0	0	0	0	0	0
ERR419040	SAMEA2340557	0	1	0	0	0	0
ERR419041	SAMEA2340558	0	1	0	0	0	0
ERR419042	SAMEA2340559	0	1	0	0	0	0
ERR419051	SAMEA2340568	0	1	0	0	0	0
ERR419052	SAMEA2340569	0	0	1	0	0	0
ERR419055	SAMEA2340572	0	0	0	0	0	0
ERR419056	SAMEA2340573	0	0	0	0	0	0
ERR419057	SAMEA2340574	0	1	0	0	0	0
ERR419059	SAMEA2340576	0	1	0	0	0	0
ERR419061	SAMEA2340578	1	0	0	0	0	0
ERR419062	SAMEA2340579	1	0	0	0	0	0
ERR419063	SAMEA2340580	0	0	0	0	0	0
ERR419065	SAMEA2340582	0	0	0	0	0	0
ERR419066	SAMEA2340583	0	0	0	0	0	0
ERR419067	SAMEA2340584	0	0	0	0	0	0
ERR419073	SAMEA2340590	0	0	0	0	0	0
ERR419076	SAMEA2340593	1	1	1	0	0	0
ERR419078	SAMEA2340595	0	1	0	0	0	0
ERR419081	SAMEA2340598	0	1	0	0	0	0
ERR419083	SAMEA2340600	0	1	0	0	0	0
ERR419087	SAMEA2340604	0	0	0	0	0	0
ERR419092	SAMEA2340609	0	0	0	0	0	0
ERR419093	SAMEA2340610	0	0	0	0	0	0
ERR419096	SAMEA2340613	0	1	0	0	0	0
ERR419100	SAMEA2340617	0	1	0	0	0	0
ERR419106	SAMEA2340623	0	1	0	0	0	0
ERR419108	SAMEA2340625	0	1	0	0	0	0
ERR419109	SAMEA2340626	0	1	0	0	0	0
ERR419110	SAMEA2340627	0	0	0	0	0	0
ERR419114	SAMEA2340631	0	1	0	0	0	0
ERR419115	SAMEA2340632	0	1	0	0	0	0
ERR419118	SAMEA2340635	0	1	0	0	0	0
ERR419119	SAMEA2340636	0	1	0	0	0	0
ERR419120	SAMEA2340637	0	1	0	0	0	0
ERR419121	SAMEA2340638	0	1	0	0	0	0
ERR419123	SAMEA2340640	0	1	0	0	0	0
ERR419125	SAMEA2340642	1	1	0	0	1	0
ERR419128	SAMEA2340645	0	0	0	0	0	0
ERR419129	SAMEA2340646	0	1	0	0	0	0
ERR419130	SAMEA2340647	1	1	1	0	0	0
ERR419131	SAMEA2340648	1	1	1	0	0	0
ERR419132	SAMEA2340649	0	1	0	0	0	0
ERR419140	SAMEA2340657	0	0	0	0	0	0
ERR419145	SAMEA2340662	0	1	0	0	0	0
ERR419146	SAMEA2340663	0	0	0	0	0	0
ERR419148	SAMEA2340665	0	1	0	0	0	0
ERR419150	SAMEA2340667	0	1	0	0	0	0
ERR419151	SAMEA2340668	0	0	0	0	0	0
ERR419152	SAMEA2340669	0	1	0	0	0	0
ERR419153	SAMEA2340670	0	1	0	0	0	0
ERR419154	SAMEA2340671	0	1	0	0	0	0
ERR419155	SAMEA2340672	0	0	0	0	0	0
ERR419156	SAMEA2340673	0	0	0	0	0	0
ERR419157	SAMEA2340674	0	1	0	0	1	0
ERR419158	SAMEA2340675	0	1	0	0	0	0
ERR419159	SAMEA2340676	0	1	1	0	0	0
ERR419160	SAMEA2340677	0	0	0	0	0	0
ERR419163	SAMEA2340680	0	1	0	0	1	0
ERR419167	SAMEA2340684	0	1	0	0	1	0
ERR419168	SAMEA2340685	0	1	1	0	1	0
ERR419169	SAMEA2340686	0	0	0	0	0	0
ERR419171	SAMEA2340688	0	1	0	0	0	0
ERR419173	SAMEA2340690	0	1	0	0	1	0
ERR419176	SAMEA2340693	0	1	0	0	0	0
ERR419177	SAMEA2340694	0	1	0	0	0	0
ERR419178	SAMEA2340695	0	0	0	0	0	0
ERR419182	SAMEA2340699	0	0	0	0	0	0
ERR419185	SAMEA2340702	0	1	0	0	0	0
ERR419190	SAMEA2340707	0	0	0	0	0	0
ERR419192	SAMEA2340709	0	1	0	0	0	0
ERR419194	SAMEA2340711	0	1	0	0	1	0
ERR419195	SAMEA2340712	0	1	0	0	0	0
ERR419197	SAMEA2340714	0	0	0	0	0	0
ERR419200	SAMEA2340717	0	0	0	0	0	0
ERR419202	SAMEA2340719	0	0	0	0	0	0
ERR419203	SAMEA2340720	0	1	0	0	0	0
ERR419204	SAMEA2340721	0	1	0	0	0	0
ERR419205	SAMEA2340722	0	0	0	0	0	0
ERR419207	SAMEA2340724	0	1	0	0	0	0
ERR419209	SAMEA2340726	0	1	0	0	0	0
ERR419212	SAMEA2340729	0	0	0	0	0	0
ERR419218	SAMEA2340735	0	0	0	0	0	0
ERR419219	SAMEA2340736	0	0	0	0	0	0
ERR419221	SAMEA2340738	0	0	0	0	0	0
ERR419222	SAMEA2340739	0	1	0	0	0	0
ERR419224	SAMEA2340741	0	1	0	0	0	0
ERR419226	SAMEA2340743	0	1	0	0	0	0
ERR419227	SAMEA2340744	0	1	0	0	0	0
ERR419228	SAMEA2340745	0	0	0	0	0	0
ERR419229	SAMEA2340746	0	1	0	0	1	0
ERR419231	SAMEA2340748	0	0	0	0	0	0
ERR419232	SAMEA2340749	0	1	0	0	0	0
ERR419233	SAMEA2340750	0	0	0	0	0	0
ERR419235	SAMEA2340752	0	0	0	0	0	0
ERR419237	SAMEA2340754	0	0	0	0	0	0
ERR419239	SAMEA2340756	0	1	0	0	0	0
ERR419240	SAMEA2340757	0	1	0	0	0	0
ERR419241	SAMEA2340758	0	0	0	0	0	0
