sample_id	biosample	blaOXA-23	blaOXA-24-like	blaOXA-58-like
SRR5519725	SAMN06892299	1	0	0
SRR5519726	SAMN06892300	0	0	0
SRR5519727	SAMN06892296	1	0	0
SRR5519728	SAMN06892297	1	0	0
SRR5519729	SAMN06892292	1	0	0
SRR5519730	SAMN06892294	0	0	0
SRR5519731	SAMN06892295	1	0	0
SRR5519732	SAMN06892293	1	0	0
SRR5519733	SAMN06892290	1	0	0
SRR5519734	SAMN06892287	1	0	0
SRR5519735	SAMN06892285	1	0	0
SRR5519736	SAMN06892288	1	0	0
SRR5519737	SAMN06892289	1	0	0
SRR5519739	SAMN06892283	1	0	0
SRR5519740	SAMN06892284	0	1	0
SRR5519741	SAMN06892282	0	0	0
SRR5519742	SAMN06892281	1	1	0
SRR5519744	SAMN06892277	1	0	0
SRR5519746	SAMN06892276	1	0	0
SRR5519747	SAMN06892275	0	0	0
SRR5519748	SAMN06892260	0	0	0
SRR5519756	SAMN06892258	0	0	0
SRR5519757	SAMN06892256	0	0	0
SRR5519758	SAMN06892254	0	1	0
SRR5519759	SAMN06892257	1	0	0
SRR5519760	SAMN06892205	1	0	0
SRR5519761	SAMN06892204	1	0	0
SRR5519762	SAMN06892331	1	0	0
SRR5519763	SAMN06892206	1	0	0
SRR5519764	SAMN06892325	1	0	0
SRR5519765	SAMN06892330	0	0	0
SRR5519766	SAMN06892328	1	0	0
SRR5519767	SAMN06892326	0	0	0
SRR5519768	SAMN06892329	1	0	0
SRR5519804	SAMN06892323	1	0	0
SRR5519805	SAMN06892324	0	0	0
SRR5519806	SAMN06892321	1	0	0
SRR5519807	SAMN06892322	1	0	0
SRR5519808	SAMN06892320	1	0	0
SRR5519809	SAMN06892316	0	0	0
SRR5519810	SAMN06892315	0	0	0
SRR5519811	SAMN06892318	0	0	0
SRR5519812	SAMN06892314	0	0	0
SRR5519871	SAMN06892311	0	0	0
SRR5519872	SAMN06892310	0	0	0
SRR5519899	SAMN06892308	0	0	0
SRR5660177	SAMN07203008	1	0	0
SRR5660178	SAMN07203011	0	0	0
SRR5660180	SAMN07203012	1	0	0
SRR5660181	SAMN07203010	1	0	0
SRR5660183	SAMN07203009	1	0	0
SRR5862467	SAMN07410719	0	0	0
SRR5862475	SAMN07410709	0	0	0
SRR5891469	SAMN07445130	0	0	0
SRR5891471	SAMN07445129	0	0	0
SRR5891472	SAMN07445128	0	0	0
SRR5891473	SAMN07445127	0	0	0
SRR5891475	SAMN07445126	0	0	0
SRR5891476	SAMN07445125	0	0	0
SRR5891477	SAMN07445132	0	0	0
SRR5891478	SAMN07445131	0	0	0
SRR5891479	SAMN07445124	0	0	0
SRR5891482	SAMN07445123	0	0	0
SRR5891483	SAMN07445121	0	0	0
SRR5891484	SAMN07445122	0	0	0
SRR5891485	SAMN07445119	0	0	0
SRR5891486	SAMN07445120	0	0	0
SRR5891488	SAMN07445118	0	0	0
SRR5891490	SAMN07445133	0	0	0
SRR5891491	SAMN07445114	0	0	0
SRR5891492	SAMN07445115	0	0	0
SRR5891493	SAMN07445113	0	0	0
SRR5891495	SAMN07445112	0	0	0
SRR5891497	SAMN07445111	0	0	0
SRR5891499	SAMN07445116	0	0	0
SRR5891500	SAMN07445117	0	0	0
SRR5901132	SAMN07450848	0	0	0
SRR5943593	SAMN07450689	1	0	0
SRR5943594	SAMN07450687	1	0	0
SRR5943595	SAMN07450688	1	0	0
SRR5943596	SAMN07450686	1	0	0
SRR5943597	SAMN07450683	1	0	0
SRR5943598	SAMN07450685	1	0	0
SRR5943599	SAMN07450684	1	0	0
SRR5943600	SAMN07450597	1	0	0
SRR5943601	SAMN07450598	1	0	0
SRR5943610	SAMN07450596	1	0	0
SRR5943611	SAMN07450595	1	0	0
SRR5943612	SAMN07450594	1	0	0
SRR5943613	SAMN07450593	1	0	0
SRR5943614	SAMN07450722	1	0	0
SRR5943615	SAMN07450720	1	0	0
SRR5943616	SAMN07450721	1	0	0
SRR5943617	SAMN07450719	1	0	0
SRR5943618	SAMN07450718	1	0	0
SRR5943619	SAMN07450717	1	0	0
SRR5943620	SAMN07450715	1	0	0
SRR5943621	SAMN07450716	1	0	0
SRR5943622	SAMN07450714	1	0	0
SRR6037664	SAMN07602915	0	1	0
SRR6799412	SAMN04014911	0	0	1
SRR6799415	SAMN04014897	1	0	0
SRR6807653	SAMN04014893	0	0	1
SRR7821049	SAMN10036073	1	0	0
SRR7821050	SAMN10036074	1	0	0
SRR7821051	SAMN10036071	1	0	0
SRR7821052	SAMN10036072	1	0	0
SRR7821053	SAMN10036077	1	0	0
SRR7821054	SAMN10036078	1	0	0
SRR7821055	SAMN10036075	1	0	0
SRR7821056	SAMN10036076	1	0	0
SRR7821057	SAMN10036079	1	0	0
SRR7821058	SAMN10036080	1	0	0
SRR7821059	SAMN10036083	1	0	0
SRR7821060	SAMN10036084	1	0	0
SRR7821061	SAMN10036081	1	0	0
SRR7821062	SAMN10036082	1	0	0
SRR7821063	SAMN10036087	1	0	0
SRR7821064	SAMN10036088	1	0	0
SRR7821065	SAMN10036085	1	0	0
SRR7821066	SAMN10036086	1	0	0
SRR7821067	SAMN10036089	1	0	0
SRR7821068	SAMN10036090	1	0	0
SRR7821069	SAMN10036093	1	0	0
SRR7821070	SAMN10036092	1	0	0
SRR7821071	SAMN10036091	1	0	0
SRR8837010	SAMN10086814	0	0	0
SRR8837150	SAMN10086821	0	0	0
