sample_id	biosample	blaSHV	blaKPC	blaNDM	blaCTX-M	qnrB	blaOXA-48-like	aac6-Ib-cr
ERR6350807	SAMEA9449485	1	0	0	1	1	0	1
ERR6350808	SAMEA9449486	1	0	0	1	1	0	1
ERR6350809	SAMEA9449487	1	0	0	1	1	0	1
ERR6350810	SAMEA9449488	1	0	0	1	0	0	1
ERR6350811	SAMEA9449489	1	0	0	1	0	0	1
ERR6350812	SAMEA9449490	1	0	0	1	0	0	0
ERR6350813	SAMEA9449491	1	0	0	1	1	0	1
ERR6350814	SAMEA9449492	1	0	0	1	1	0	1
ERR6350815	SAMEA9449493	1	0	0	1	1	0	1
ERR6350816	SAMEA9449494	1	0	0	1	1	0	1
ERR6350817	SAMEA9449495	1	0	0	1	1	0	1
ERR6350818	SAMEA9449496	1	0	0	1	1	0	1
ERR6350820	SAMEA9449497	1	0	0	1	1	0	1
ERR6350821	SAMEA9449498	1	0	0	1	1	0	1
ERR6350822	SAMEA9449499	1	0	0	1	0	0	1
ERR6350823	SAMEA9449500	1	0	0	1	0	0	1
ERR6350825	SAMEA9449502	1	0	0	1	1	0	0
ERR6350826	SAMEA9449503	1	0	0	1	0	0	1
ERR6350827	SAMEA9449504	1	0	0	1	0	0	1
ERR6350828	SAMEA9449505	1	0	0	1	1	0	1
ERR6350829	SAMEA9449506	1	0	0	1	1	0	1
ERR6350830	SAMEA9449507	1	0	0	1	1	0	1
ERR6350831	SAMEA9449508	1	0	0	1	1	0	1
ERR6350832	SAMEA9449509	1	0	0	1	1	0	1
ERR6350833	SAMEA9449510	1	0	0	1	1	0	1
ERR6350834	SAMEA9449511	1	0	0	1	0	0	1
ERR6350835	SAMEA9449512	1	0	0	1	1	0	1
ERR6350836	SAMEA9449513	1	0	0	1	0	0	1
ERR6350837	SAMEA9449514	1	0	0	1	0	0	1
ERR6350838	SAMEA9449515	1	0	0	1	0	0	1
ERR6350839	SAMEA9449516	1	0	0	1	0	0	1
ERR6350840	SAMEA9449517	1	0	0	1	0	0	1
ERR6350841	SAMEA9449518	1	0	0	1	0	0	1
ERR6350842	SAMEA9449519	1	0	0	1	1	0	1
ERR6350843	SAMEA9449520	1	0	0	1	1	0	1
ERR6350844	SAMEA9449521	1	0	0	1	1	0	1
ERR6350845	SAMEA9449522	1	0	0	1	0	0	0
ERR6350846	SAMEA9449523	1	0	0	1	1	0	1
ERR6350847	SAMEA9449524	1	0	0	1	0	0	1
ERR6350848	SAMEA9449525	1	0	0	1	1	0	1
ERR6350849	SAMEA9449526	1	0	0	1	1	0	1
ERR6350850	SAMEA9449527	1	0	0	1	0	0	1
ERR6350851	SAMEA9449528	1	0	0	1	0	0	1
ERR6350852	SAMEA9449529	1	0	0	1	1	0	1
ERR6350853	SAMEA9449530	1	0	0	1	1	0	1
ERR6350854	SAMEA9449531	1	0	0	1	1	0	1
ERR6350855	SAMEA9449532	1	0	0	1	0	0	0
ERR6350856	SAMEA9449533	1	0	0	1	0	0	0
ERR6350857	SAMEA9449534	1	0	0	1	1	0	1
ERR6350858	SAMEA9449535	1	0	0	1	0	0	1
ERR6350859	SAMEA9449536	1	0	0	1	0	0	1
ERR6350860	SAMEA9449537	1	0	0	1	1	0	1
ERR6350861	SAMEA9449538	1	0	0	1	1	0	1
ERR6350862	SAMEA9449539	1	0	0	1	1	0	1
ERR6350863	SAMEA9449540	1	0	0	1	1	0	1
ERR6350864	SAMEA9449541	1	0	0	1	1	0	1
ERR6350865	SAMEA9449542	1	0	0	1	1	0	1
ERR6350866	SAMEA9449543	1	0	0	1	0	0	1
ERR6350867	SAMEA9449544	1	0	0	1	1	0	1
ERR6350868	SAMEA9449545	1	0	0	1	1	0	1
ERR6350869	SAMEA9449546	1	0	0	1	1	0	1
ERR6350870	SAMEA9449547	1	0	0	1	1	0	1
ERR6350871	SAMEA9449548	1	0	0	1	1	0	1
ERR6350872	SAMEA9449549	1	0	0	1	1	0	1
ERR6350873	SAMEA9449550	1	0	0	1	1	0	1
ERR6350874	SAMEA9449551	1	0	0	1	0	0	1
ERR6350875	SAMEA9449552	1	0	0	1	1	0	1
ERR6350876	SAMEA9449553	1	0	0	1	1	0	1
ERR6350877	SAMEA9449554	1	0	0	1	0	0	1
ERR6350878	SAMEA9449555	1	0	0	1	0	0	1
ERR6350879	SAMEA9449556	1	0	0	1	1	0	1
ERR6350880	SAMEA9449557	1	0	0	1	1	0	1
ERR6350881	SAMEA9449558	1	0	0	1	1	0	1
ERR6350882	SAMEA9449559	1	0	0	1	1	0	1
ERR6350883	SAMEA9449560	1	0	0	1	1	0	1
ERR6350884	SAMEA9449561	1	0	0	1	0	0	0
ERR6350885	SAMEA9449562	1	0	0	1	1	0	1
ERR6350886	SAMEA9449563	1	0	0	1	1	0	1
ERR6350887	SAMEA9449564	1	0	0	1	0	0	1
ERR6350888	SAMEA9449565	1	0	0	1	1	0	1
ERR6350889	SAMEA9449566	1	0	0	1	1	0	1
ERR6350890	SAMEA9449567	1	0	0	1	0	0	1
ERR6350891	SAMEA9449568	1	0	0	1	1	0	1
ERR6350892	SAMEA9449569	1	0	0	1	1	0	1
ERR6350893	SAMEA9449570	1	0	0	1	1	0	1
ERR6350894	SAMEA9449571	1	0	0	1	1	0	1
ERR6350895	SAMEA9449572	1	0	0	1	1	0	1
ERR6350896	SAMEA9449573	1	0	0	1	1	0	1
ERR6350897	SAMEA9449574	1	0	0	1	1	0	1
ERR6350898	SAMEA9449575	0	0	0	0	0	0	1
ERR6350899	SAMEA9449576	1	0	0	1	0	0	1
ERR6350900	SAMEA9449577	1	0	0	1	1	0	0
ERR6350901	SAMEA9449578	1	0	0	1	1	0	1
ERR6350902	SAMEA9449579	1	0	0	1	1	0	1
ERR6350903	SAMEA9449580	1	0	0	1	1	0	1
ERR6350905	SAMEA9449581	1	0	0	1	1	0	1
ERR6350906	SAMEA9449582	1	0	0	0	1	0	1
ERR6350907	SAMEA9449583	1	0	0	1	1	0	1
ERR6350908	SAMEA9449584	1	0	0	1	1	0	1
ERR6350909	SAMEA9449585	1	0	0	1	1	0	1
ERR6350910	SAMEA9449586	1	0	0	1	0	0	1
ERR6350911	SAMEA9449587	1	0	0	1	0	0	1
ERR6350912	SAMEA9449588	1	0	0	1	1	0	1
ERR6350913	SAMEA9449589	1	0	0	1	0	0	1
ERR6350914	SAMEA9449590	1	0	0	1	1	0	1
ERR6350915	SAMEA9449591	1	0	0	1	1	0	1
ERR6350916	SAMEA9449592	1	0	0	1	1	0	1
ERR6350917	SAMEA9449593	1	0	0	1	1	0	1
ERR6350918	SAMEA9449594	1	0	0	1	1	0	1
ERR6350919	SAMEA9449595	1	0	0	1	1	0	1
ERR6350920	SAMEA9449596	1	0	0	1	1	0	1
ERR6350921	SAMEA9449597	1	0	0	1	0	0	1
ERR6350922	SAMEA9449598	1	0	0	1	1	0	1
ERR6350923	SAMEA9449599	1	0	0	1	1	0	1
ERR6350924	SAMEA9449600	1	0	0	1	1	0	1
ERR6350925	SAMEA9449601	1	0	0	1	1	0	1
ERR6350926	SAMEA9449604	1	0	0	1	1	0	1
ERR6350927	SAMEA9449602	1	0	0	1	1	0	1
ERR6350928	SAMEA9449603	1	0	0	1	1	0	1
ERR6350929	SAMEA9449608	1	0	0	1	0	0	1
ERR6350930	SAMEA9449605	1	0	0	1	1	0	1
ERR6350931	SAMEA9449606	1	0	0	1	0	0	1
ERR6350932	SAMEA9449607	1	0	0	1	1	0	1
ERR6350933	SAMEA9449609	1	0	0	1	0	0	1
ERR6350934	SAMEA9449611	1	0	0	1	1	0	1
ERR6350935	SAMEA9449610	1	0	0	1	1	0	1
ERR6350936	SAMEA9449612	1	0	0	1	1	0	1
ERR6351001	SAMEA9449613	1	0	0	1	1	0	1
ERR6351002	SAMEA9449614	1	0	0	1	0	0	1
ERR6351003	SAMEA9449616	1	0	0	1	1	0	1
ERR6351004	SAMEA9449615	1	0	0	1	0	0	1
ERR6351005	SAMEA9449617	1	0	0	1	0	0	1
ERR6351006	SAMEA9449618	1	0	0	1	1	0	1
ERR6351007	SAMEA9449621	1	0	0	1	1	0	1
ERR6351008	SAMEA9449619	1	0	0	1	1	0	1
ERR6351009	SAMEA9449620	1	0	0	1	1	0	1
ERR6351010	SAMEA9449622	1	0	0	1	1	0	1
ERR6351011	SAMEA9449623	1	0	0	1	1	0	1
ERR6351012	SAMEA9449624	1	0	0	1	1	0	1
ERR6351013	SAMEA9449625	1	0	0	1	1	0	1
ERR6351014	SAMEA9449626	1	0	0	1	1	0	1
ERR6351015	SAMEA9449627	1	0	0	1	1	0	1
ERR6351016	SAMEA9449628	1	0	0	1	1	0	1
ERR6351018	SAMEA9449630	1	0	0	1	0	0	1
ERR6351019	SAMEA9449629	1	0	0	1	0	0	1
ERR6351020	SAMEA9449631	1	0	0	1	1	0	1
ERR6351021	SAMEA9449632	1	0	0	1	1	0	1
ERR6351022	SAMEA9449633	1	0	0	1	1	0	1
ERR6351023	SAMEA9449634	1	0	0	1	1	0	1
ERR6351024	SAMEA9449635	1	0	0	1	1	0	1
ERR6351025	SAMEA9449636	1	0	0	1	0	0	0
ERR6351026	SAMEA9449637	1	0	0	1	1	0	1
ERR6351027	SAMEA9449638	1	0	0	1	1	0	1
ERR6384939	SAMEA8997884	0	0	0	0	0	0	0
ERR6384940	SAMEA8997885	1	0	0	1	1	0	0
ERR6384941	SAMEA8997886	1	0	0	1	1	0	1
ERR6384942	SAMEA8997887	1	0	0	1	0	0	1
ERR6384943	SAMEA8997888	1	0	0	1	0	0	1
ERR6384944	SAMEA8997889	1	0	0	0	0	0	0
ERR6384946	SAMEA8997891	0	0	0	0	0	0	0
ERR6384947	SAMEA8997892	1	0	0	1	1	0	1
ERR6384948	SAMEA8997893	1	0	0	1	0	0	1
ERR6384949	SAMEA8997894	0	0	0	0	0	0	0
ERR6384950	SAMEA8997895	1	0	0	0	0	0	0
ERR6384951	SAMEA8997896	1	0	0	0	0	0	0
ERR6384952	SAMEA8997897	0	0	0	0	0	0	0
ERR6384953	SAMEA8997898	1	0	0	1	1	0	0
ERR6384954	SAMEA8997899	1	0	0	0	0	0	0
ERR6384955	SAMEA8997900	1	0	0	1	0	0	1
ERR6384956	SAMEA8997901	1	0	0	1	0	0	1
ERR6384957	SAMEA8997902	1	0	0	0	0	0	0
ERR6384958	SAMEA8997903	1	0	0	0	0	0	0
ERR6384959	SAMEA8997904	1	0	0	0	0	0	0
ERR6384960	SAMEA8997905	1	0	0	1	0	0	1
ERR6384961	SAMEA8997906	1	0	0	1	1	0	1
ERR6384962	SAMEA8997907	1	0	0	1	0	0	1
ERR6384963	SAMEA8997908	1	0	0	0	0	0	0
ERR6384964	SAMEA8997909	1	0	0	1	0	0	1
ERR6384965	SAMEA8997910	1	0	0	0	0	0	0
ERR6384966	SAMEA8997911	1	0	0	1	0	0	1
ERR6384967	SAMEA8997912	1	0	0	1	0	0	0
ERR6384968	SAMEA8997913	1	0	0	1	0	0	1
ERR6384969	SAMEA8997914	1	0	0	0	0	0	0
ERR6384970	SAMEA8997915	0	0	0	0	0	0	0
ERR6384971	SAMEA8997916	1	0	0	0	0	0	0
ERR6384972	SAMEA8997917	1	0	0	0	0	0	0
ERR6384973	SAMEA8997918	1	0	0	0	0	0	0
ERR6384974	SAMEA8997919	1	0	0	1	0	0	1
ERR6384975	SAMEA8997920	1	0	0	1	0	0	1
ERR6384976	SAMEA8997921	1	0	0	0	0	0	0
ERR6384977	SAMEA8997922	1	0	0	1	0	0	1
ERR6384978	SAMEA8997923	1	0	0	1	1	0	1
ERR6384979	SAMEA8997924	1	0	0	0	0	0	0
ERR6384980	SAMEA8997925	1	0	0	1	1	0	1
ERR6384981	SAMEA8997926	1	0	0	1	0	0	0
ERR6384982	SAMEA8997927	0	0	0	0	0	0	0
ERR6384983	SAMEA8997928	1	0	0	1	1	0	1
ERR6384984	SAMEA8997929	1	0	0	1	0	0	0
ERR6384985	SAMEA8997930	1	0	0	0	0	0	0
ERR6384986	SAMEA8997931	0	0	0	1	0	0	1
ERR6384987	SAMEA8997932	1	0	0	1	0	0	1
ERR6384988	SAMEA8997933	1	0	0	1	1	0	0
ERR6384989	SAMEA8997934	1	0	0	0	0	0	0
ERR6384990	SAMEA8997935	0	0	0	0	0	0	0
ERR6384991	SAMEA8997936	1	0	0	1	1	0	1
ERR6384992	SAMEA8997937	1	0	0	1	1	0	1
ERR6384993	SAMEA8997938	1	0	0	0	0	0	0
ERR6384994	SAMEA8997939	1	0	0	1	1	0	1
ERR6384995	SAMEA8997940	0	0	0	0	0	0	0
ERR6384996	SAMEA8997941	1	0	0	0	0	0	0
ERR6384997	SAMEA8997942	1	0	0	1	0	0	0
ERR6384998	SAMEA8997943	1	0	0	0	0	0	0
ERR6384999	SAMEA8997944	1	0	0	0	0	0	0
ERR6415299	SAMEA9459698	1	0	0	1	1	0	1
ERR6415304	SAMEA9459695	1	0	0	1	1	0	1
ERR6415311	SAMEA9459697	1	0	0	1	1	0	1
ERR6415319	SAMEA9459751	1	0	1	0	1	1	1
ERR6415321	SAMEA9459749	1	0	0	1	1	0	1
ERR6415325	SAMEA9459743	1	0	0	1	1	0	1
ERR6415326	SAMEA9459748	1	0	0	1	0	0	0
ERR6415327	SAMEA9459750	1	0	0	1	0	0	1
ERR6415331	SAMEA9459694	1	0	0	1	1	0	1
ERR6415335	SAMEA9459699	1	0	0	1	1	0	1
ERR6415337	SAMEA9459700	1	0	0	1	1	0	1
ERR6415343	SAMEA9459752	1	0	1	0	1	1	1
ERR6415347	SAMEA9459745	1	0	0	1	1	0	1
ERR6415348	SAMEA9459746	1	0	0	1	1	0	1
ERR6415353	SAMEA9459747	1	0	0	1	0	0	0
ERR6415354	SAMEA9459744	1	0	0	1	1	0	1
ERR6564990	SAMEA9552178	1	1	0	0	0	0	0
ERR6564991	SAMEA9552179	1	1	0	0	0	0	0
ERR6564994	SAMEA9552180	1	0	0	1	0	1	1
ERR6564995	SAMEA9552181	1	0	1	1	0	0	1
ERR6564997	SAMEA9552182	1	1	0	0	0	0	0
ERR6564998	SAMEA9552183	1	1	0	0	0	0	0
ERR6565000	SAMEA9552184	0	0	0	0	0	0	0
ERR6565002	SAMEA9552185	1	1	0	0	0	0	0
ERR6565006	SAMEA9552177	1	0	0	0	0	0	0
ERR6565007	SAMEA9552186	1	1	0	0	0	0	0
ERR6565008	SAMEA9552187	1	0	0	0	0	0	0
ERR6565017	SAMEA9552188	1	1	0	0	0	0	0
ERR6565018	SAMEA9552189	1	1	0	0	0	0	0
ERR6565021	SAMEA9552190	1	0	0	1	1	1	1
ERR6565026	SAMEA9552197	0	0	0	0	0	0	0
ERR6565073	SAMEA9552191	1	0	0	1	0	0	1
ERR6565075	SAMEA9552192	1	0	0	1	0	0	0
ERR6565078	SAMEA9552193	1	0	0	1	0	0	0
ERR6565079	SAMEA9552194	1	0	0	1	0	1	0
ERR6565080	SAMEA9552195	1	0	0	1	0	0	0
ERR6565081	SAMEA9552196	1	0	0	1	0	0	0
ERR6805007	SAMEA9965799	0	0	0	1	0	0	0
ERR6847224	SAMEA9972033	1	1	0	0	1	0	0
ERR6847225	SAMEA9972034	1	0	0	0	0	0	0
ERR6847226	SAMEA9972035	1	0	0	0	0	0	0
ERR6847227	SAMEA9972036	1	1	0	0	0	0	0
ERR6847228	SAMEA9972037	1	0	0	0	0	0	0
ERR6847229	SAMEA9972038	1	0	0	0	0	1	0
ERR6847230	SAMEA9972039	1	0	0	0	0	0	0
ERR6847231	SAMEA9972040	1	0	0	0	0	0	0
ERR6847232	SAMEA8949429	1	0	1	1	0	0	0
ERR6847233	SAMEA9972041	1	0	0	0	0	0	0
ERR6847234	SAMEA9972042	1	0	0	0	0	0	0
ERR6890952	SAMEA7391464	1	0	0	0	0	0	0
ERR6890967	SAMEA7391506	1	0	0	1	0	1	0
ERR6890969	SAMEA7391502	1	0	0	1	0	1	0
ERR6890975	SAMEA7392086	1	0	0	1	0	0	0
ERR6890979	SAMEA7392087	1	0	0	1	1	1	1
ERR6890983	SAMEA7392091	1	0	0	1	1	1	1
ERR6890989	SAMEA7392094	1	0	0	0	1	0	1
ERR6890991	SAMEA7392093	1	0	0	1	0	1	0
ERR6890996	SAMEA7392098	1	0	1	1	0	1	0
ERR6890998	SAMEA7392100	1	0	1	1	0	1	0
ERR6891003	SAMEA7392101	1	0	0	1	1	1	0
ERR6891006	SAMEA7392102	1	0	1	1	0	1	0
ERR6891010	SAMEA7392121	1	0	0	0	0	1	0
ERR6891014	SAMEA7392104	1	0	0	1	1	1	1
ERR6891016	SAMEA7391555	1	0	0	1	0	0	0
ERR6891018	SAMEA7392106	1	0	0	1	0	1	0
ERR6891020	SAMEA7391556	1	0	0	1	1	0	1
ERR6891022	SAMEA7391557	1	0	0	1	0	1	1
ERR6891024	SAMEA7392108	0	0	0	0	0	0	0
ERR6891027	SAMEA7392109	1	0	0	0	0	0	0
ERR6891028	SAMEA7391558	1	0	1	1	0	0	0
ERR6891032	SAMEA7392142	1	0	0	1	0	1	0
ERR6891033	SAMEA7391559	1	0	0	0	0	0	0
ERR6891035	SAMEA7392113	1	0	0	1	0	1	0
ERR6891036	SAMEA7391560	1	0	0	0	0	0	0
ERR6891039	SAMEA7392114	0	0	0	0	0	0	0
ERR6891040	SAMEA7391561	1	0	0	0	0	0	0
ERR6891043	SAMEA7392118	1	0	0	0	0	0	0
ERR6891044	SAMEA7391563	1	0	0	0	1	1	0
ERR6891047	SAMEA7392120	1	0	0	1	0	1	0
ERR6891048	SAMEA7391566	1	0	0	0	0	0	0
ERR6891049	SAMEA7391877	1	0	0	1	0	1	0
ERR6891050	SAMEA7391565	1	0	1	1	0	0	0
ERR6891051	SAMEA7391879	1	0	1	1	0	0	1
ERR6891053	SAMEA7392123	1	0	0	0	0	0	0
ERR6891055	SAMEA7392122	1	0	0	1	0	1	0
ERR6891056	SAMEA7391568	1	0	0	1	0	1	1
ERR6891057	SAMEA7391881	1	0	1	1	1	1	1
ERR6891058	SAMEA7391882	1	0	1	1	1	1	0
ERR6891060	SAMEA7392127	1	0	0	1	0	1	1
ERR6891061	SAMEA7391567	1	0	0	1	0	1	0
ERR6891063	SAMEA7392128	1	0	0	1	0	1	1
ERR6891064	SAMEA7391571	1	0	0	1	0	1	0
ERR6891065	SAMEA7391883	1	0	0	1	0	1	0
ERR6891066	SAMEA7391884	1	0	0	1	0	1	0
ERR6891068	SAMEA7392134	1	0	0	1	0	1	1
ERR6891069	SAMEA7391572	1	0	0	0	1	0	0
ERR6891071	SAMEA7392135	1	0	0	1	0	1	1
ERR6891072	SAMEA7391575	1	0	1	1	1	0	0
ERR6891073	SAMEA7391885	1	0	0	0	0	1	0
ERR6891076	SAMEA7391579	1	0	1	1	1	0	0
ERR6891077	SAMEA7391891	1	0	1	1	1	1	1
ERR6891078	SAMEA7392140	1	0	0	1	0	1	0
ERR6891080	SAMEA7391615	1	0	1	1	1	1	0
ERR6891081	SAMEA7391895	1	0	0	1	0	1	0
ERR6891082	SAMEA7392138	1	0	0	1	1	1	1
ERR6891084	SAMEA7391617	1	0	1	1	1	0	0
ERR6891085	SAMEA7391899	1	0	0	1	0	1	0
ERR6891086	SAMEA7391618	1	0	0	1	0	1	0
ERR6891087	SAMEA7391910	1	0	1	1	1	0	0
ERR6891088	SAMEA7392139	1	0	1	0	1	0	0
ERR6891090	SAMEA7392141	1	0	1	0	1	0	0
ERR6891092	SAMEA7391619	1	0	0	1	0	1	0
ERR6891093	SAMEA7391911	1	0	0	0	0	0	0
ERR6891094	SAMEA7391912	1	0	0	1	0	1	0
ERR6891097	SAMEA7391621	1	0	0	1	0	1	0
ERR6891101	SAMEA7391916	1	0	0	0	0	0	0
ERR6891103	SAMEA7391552	1	0	0	0	0	0	0
ERR6891104	SAMEA7391591	1	0	0	1	0	1	1
ERR6891105	SAMEA7391920	1	0	1	1	1	0	1
ERR6891108	SAMEA7391592	1	0	0	1	0	1	1
ERR6891109	SAMEA7391921	1	0	0	0	0	0	0
ERR6891110	SAMEA7391554	1	0	1	1	0	0	0
ERR6891112	SAMEA7391593	1	0	0	1	0	1	1
ERR6891113	SAMEA7391922	1	0	0	0	0	0	0
ERR6891114	SAMEA7391595	1	0	1	1	1	1	0
ERR6891115	SAMEA7391925	1	0	1	1	1	1	0
ERR6891116	SAMEA7391562	1	0	0	1	1	0	1
ERR6891118	SAMEA7391564	1	0	0	1	0	1	1
ERR6891120	SAMEA7391600	1	0	0	0	0	1	1
ERR6891121	SAMEA7391934	1	0	0	1	1	1	1
ERR6891122	SAMEA7391936	1	0	1	1	0	1	0
ERR6891123	SAMEA7391569	1	0	0	1	1	1	1
ERR6891126	SAMEA7391570	1	0	1	1	1	1	1
ERR6891127	SAMEA7392173	1	0	1	1	0	1	0
ERR6891128	SAMEA7391603	1	0	0	1	0	1	1
ERR6891129	SAMEA7391938	1	0	1	1	1	1	0
ERR6891130	SAMEA7391940	1	0	1	1	0	1	0
ERR6891131	SAMEA7391573	1	0	0	1	1	1	1
ERR6891133	SAMEA7391604	1	0	0	1	1	1	0
ERR6891134	SAMEA7391574	1	0	0	1	0	0	1
ERR6891136	SAMEA7391605	1	0	0	1	0	1	0
ERR6891137	SAMEA7391944	1	0	0	1	0	1	1
ERR6891138	SAMEA7391576	1	0	1	1	0	1	1
ERR6891140	SAMEA7391606	1	0	0	1	0	1	1
ERR6891141	SAMEA7391946	1	0	1	1	1	1	0
ERR6891144	SAMEA7391608	1	0	0	1	0	1	1
ERR6891145	SAMEA7391947	1	0	1	1	1	1	0
ERR6891148	SAMEA7391607	1	0	0	1	0	1	1
ERR6891149	SAMEA7391948	1	0	1	1	1	1	1
ERR6891150	SAMEA7391610	1	0	0	1	0	1	0
ERR6891151	SAMEA7391949	1	0	0	1	0	1	0
ERR6891152	SAMEA7391580	1	0	1	1	0	1	0
ERR6891154	SAMEA7391581	0	0	1	1	0	0	0
ERR6891156	SAMEA7391609	1	0	0	1	1	1	0
ERR6891157	SAMEA7391950	1	0	0	1	0	1	0
ERR6891158	SAMEA7391952	1	0	0	1	0	1	0
ERR6891159	SAMEA7391582	1	0	0	1	0	1	0
ERR6891161	SAMEA7391623	1	0	0	1	1	1	0
ERR6891163	SAMEA7391583	1	0	1	1	1	1	1
ERR6891164	SAMEA7391632	1	0	0	1	0	1	0
ERR6891165	SAMEA7391954	1	0	0	1	1	1	1
ERR6891167	SAMEA7391584	1	0	0	1	0	1	0
ERR6891168	SAMEA7391635	1	0	1	1	0	0	0
ERR6891169	SAMEA7391953	1	0	0	1	1	1	1
ERR6891171	SAMEA7391585	1	0	0	0	0	0	0
ERR6891172	SAMEA7391638	1	0	1	1	0	0	0
ERR6891173	SAMEA7391955	1	0	1	1	1	1	0
ERR6891175	SAMEA7391586	1	0	0	1	0	1	0
ERR6891176	SAMEA7391637	1	0	0	1	1	1	0
ERR6891177	SAMEA7391639	1	0	0	1	0	1	1
ERR6891179	SAMEA7391587	1	0	0	1	0	1	0
ERR6891181	SAMEA7391588	1	0	0	1	0	1	0
ERR6891182	SAMEA7391642	1	0	0	0	1	0	0
ERR6891183	SAMEA7391957	1	0	0	1	1	1	1
ERR6891184	SAMEA7391959	1	0	0	1	1	0	1
ERR6891186	SAMEA7391589	1	0	0	1	0	1	0
ERR6891187	SAMEA7391643	1	0	0	1	1	1	0
ERR6891190	SAMEA7391644	1	0	1	1	0	1	1
ERR6891191	SAMEA7391960	1	0	0	1	1	1	1
ERR6891192	SAMEA7391962	1	0	0	1	1	1	1
ERR6891195	SAMEA7391645	1	0	0	1	0	1	0
ERR6891198	SAMEA7391646	1	0	0	1	0	1	0
ERR6891199	SAMEA7391961	1	0	0	1	0	1	0
ERR6891200	SAMEA7391963	1	0	0	1	1	0	1
ERR6891201	SAMEA7391614	1	0	0	1	1	1	0
ERR6891204	SAMEA7391613	1	0	0	1	0	1	0
ERR6891209	SAMEA7391966	1	0	0	1	1	1	1
ERR6891212	SAMEA7391620	1	0	0	1	0	1	0
ERR6891214	SAMEA7391970	1	0	0	1	1	0	1
ERR6891215	SAMEA7391969	1	0	0	1	0	1	0
ERR6891219	SAMEA7391596	1	0	1	0	0	0	0
ERR6891222	SAMEA7391972	1	0	0	1	0	1	0
ERR6891226	SAMEA7391597	1	0	0	1	0	1	1
ERR6891233	SAMEA7391599	1	0	0	0	0	1	1
ERR6891234	SAMEA7391602	1	0	1	1	1	0	1
ERR6891239	SAMEA7391624	1	0	1	1	1	1	1
ERR6891245	SAMEA7391625	1	0	1	1	0	1	0
ERR6891247	SAMEA7391626	1	0	0	1	1	0	1
ERR6891253	SAMEA7391627	1	0	0	1	1	0	1
ERR6891255	SAMEA7391628	1	0	0	1	0	1	1
ERR6891261	SAMEA7391629	0	0	0	0	0	0	0
ERR6891284	SAMEA7392007	1	0	1	1	1	1	0
ERR6891299	SAMEA7392032	1	0	1	0	0	1	1
ERR6891328	SAMEA7391630	1	0	1	1	1	1	0
ERR6891329	SAMEA7391900	1	0	1	1	0	1	0
ERR6891333	SAMEA7391901	1	0	0	1	0	1	0
ERR6891335	SAMEA7391631	1	0	0	1	0	1	0
ERR6891336	SAMEA7391633	1	0	0	1	1	1	1
ERR6891338	SAMEA7391903	1	0	0	0	0	0	0
ERR6891340	SAMEA7391634	1	0	1	1	1	1	0
ERR6891342	SAMEA7391902	1	0	0	0	0	0	0
ERR6891345	SAMEA7391904	1	0	0	1	0	1	0
ERR6891347	SAMEA7391636	1	0	0	1	1	1	0
ERR6891348	SAMEA7391641	0	0	0	1	1	0	0
ERR6891350	SAMEA7391905	1	0	0	1	0	1	1
ERR6891353	SAMEA7391906	1	0	0	1	1	0	1
ERR6891355	SAMEA7391640	1	0	1	1	1	1	1
ERR6891358	SAMEA7391907	1	0	0	0	1	0	0
ERR6891362	SAMEA7391908	1	0	0	0	1	0	0
ERR6891367	SAMEA7391909	1	0	0	1	0	1	1
ERR6891370	SAMEA7391913	1	0	0	1	0	0	0
ERR6891375	SAMEA7391915	1	0	0	0	0	0	0
ERR6891379	SAMEA7391914	1	0	0	0	0	0	0
ERR6891382	SAMEA7391917	1	0	1	1	0	0	1
ERR6891387	SAMEA7391918	1	0	0	0	0	1	1
ERR6891388	SAMEA7391919	1	0	1	1	1	0	0
ERR6891393	SAMEA7391923	1	0	1	1	1	1	0
ERR6891396	SAMEA7391924	1	0	1	1	0	1	0
ERR6891401	SAMEA7391926	1	0	0	1	1	1	1
ERR6891405	SAMEA7391928	1	0	0	1	1	1	1
ERR6891408	SAMEA7391927	1	0	0	0	0	1	0
ERR6891410	SAMEA7392084	1	0	0	0	1	1	0
ERR6891413	SAMEA7391929	1	0	0	1	1	0	0
ERR6891415	SAMEA7392085	1	0	0	1	0	0	0
ERR6891416	SAMEA7392089	1	0	1	1	1	1	0
ERR6891417	SAMEA7391930	1	0	0	1	0	1	1
ERR6891421	SAMEA7392088	1	0	0	1	1	1	1
ERR6891422	SAMEA7391931	1	0	0	1	1	1	1
ERR6891424	SAMEA7392090	1	0	1	1	1	1	0
ERR6891425	SAMEA7391932	1	0	1	1	0	1	0
ERR6891429	SAMEA7392092	1	0	0	1	0	1	0
ERR6891430	SAMEA7391933	1	0	0	0	0	1	0
ERR6891432	SAMEA7392095	1	0	1	0	0	1	1
ERR6891433	SAMEA7391935	1	0	0	0	0	1	0
ERR6891437	SAMEA7392096	1	0	1	0	0	1	1
ERR6891438	SAMEA7391937	1	0	0	1	0	0	1
ERR6891443	SAMEA7391939	1	0	1	1	0	1	0
ERR6891445	SAMEA7392099	1	0	0	0	0	0	0
ERR6891446	SAMEA7391941	1	0	0	1	1	1	1
ERR6891450	SAMEA7392103	1	0	0	1	1	1	1
ERR6891451	SAMEA7391942	1	0	0	1	1	1	1
